pathway	external_id	source	ensembl_ids
alpha-linolenic acid (ALA) metabolism	R-SCE-2046106	Reactome	YKR009C,YIL160C,YJR019C,YPL147W
pyridoxal 5,-phosphate salvage pathway	PLPSAL-PWY	YeastCyc	YEL029C,YLR456W,YBR035C,YPR172W
FCERI mediated Ca+2 mobilization	R-SCE-2871809	Reactome	YML057W,YBR109C,YKL190W,YLR433C
Linoleic acid (LA) metabolism	R-SCE-2046105	Reactome	YPL147W
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	R-SCE-2046104	Reactome	YKR009C,YIL160C,YJR019C,YPL147W
Telomere Extension By Telomerase	R-SCE-171319	Reactome	YLR175W,YIL104C
Cellular responses to stress	R-SCE-2262752	Reactome	YMR054W,YNL307C,YJR048W,YBL008W,YEL027W,YLR447C,YDR135C,YNL021W,YBR112C,YJL128C,YMR139W,YOR140W,YJL115W,YBL016W,YJR104C,YGR088W,YHR206W,YML121W,YGL073W,YKL117W,YBL002W,YOR332W,YGR020C,YGR040W,YLL024C,YNL030W,YNL077W,YOL012C,YLR113W,YBR127C,YPL240C,YHR039C-A,YHR030C,YJR140C,YLR090W,YHR008C,YGR163W,YDL079C,YDL185W,YGR249W,YBR215W,YCL005W-A,YEL009C,YMR186W,YKL080W,YKL049C,YHR026W,YBR028C,YNL006W,YEL051W,YOR027W,YPR036W,YKL203C,YNL064C,YPL091W,YJR066W,YOR270C,YLR362W,YEL039C,YMR038C,YBR009C,YJL163C,YDL126C,YHR186C,YDR224C
protein <i>N</i>-glycosylation (eukaryotic) initial steps	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	YeastCyc	YDL232W,YBR110W,YGL047W,YBR199W,YPR183W,YBR243C,YOR103C,YOR085W,YIL085C,YNL219C,YGL022W,YNR030W,YGL065C,YGR227W,YKR061W,YOR067C,YJL002C,YNL029C,YOR002W,YPL053C,YJL139C,YPL227C,YBL082C,YML019W,YBR070C,YEL002C,YMR149W,YGL226C-A,YNL048W
Ubiquitin-dependent degradation of Cyclin D	R-SCE-75815	Reactome	YGR109C,YLR210W,YMR199W,YPR119W,YFL029C,YDL155W,YPL256C,YOL128C,YGR108W,YPR120C
Activation of NF-kappaB in B cells	R-SCE-1169091	Reactome	YBL105C
superpathway of allantoin degradation in yeast	ALLANTOINDEG-PWY	YeastCyc	YIR029W,YIR032C,YIR027C,YBR208C
Cellular responses to external stimuli	R-SCE-8953897	Reactome	YMR054W,YNL307C,YJR048W,YBL008W,YEL027W,YLR447C,YDR135C,YNL021W,YBR112C,YJL128C,YMR139W,YOR140W,YJL115W,YBL016W,YJR104C,YGR088W,YHR206W,YML121W,YGL073W,YKL117W,YBL002W,YOR332W,YGR020C,YGR040W,YLL024C,YNL030W,YNL077W,YOL012C,YLR113W,YBR127C,YPL240C,YHR039C-A,YHR030C,YJR140C,YLR090W,YHR008C,YGR163W,YDL079C,YDL185W,YGR249W,YBR215W,YCL005W-A,YEL009C,YMR186W,YKL080W,YKL049C,YHR026W,YBR028C,YNL006W,YEL051W,YOR027W,YPR036W,YKL203C,YNL064C,YPL091W,YJR066W,YOR270C,YLR362W,YEL039C,YMR038C,YBR009C,YJL163C,YDL126C,YHR186C,YDR224C
phenylalanine degradation	PWY-5079	YeastCyc	YDR380W,YLR134W,YBR145W,YLR044C,YOL086C,YMR083W,YGR087C,YGL256W,YDL168W,YHR137W,YMR303C
FCERI mediated NF-kB activation	R-SCE-2871837	Reactome	YBL105C
guanine and guanosine salvage I	PWY-6620	YeastCyc	YDR399W,YJR133W
4-methyl-5(&beta;-hydroxyethyl)thiazole salvage	PWY-7353	YeastCyc	YPL214C
lanosterol biosynthesis	PWY-6132	YeastCyc	YHR072W
Negative feedback regulation of MAPK pathway	R-SCE-5674499	Reactome	YDL159W,YOR231W,YGR040W,YBL016W,YPL140C
Aspartate and asparagine metabolism	R-SCE-8963693	Reactome	YKL106W,YLR027C,YPR021C,YGR124W,YPR145W,YOR256C,YJR126C,YPL176C
Role of LAT2/NTAL/LAB on calcium mobilization	R-SCE-2730905	Reactome	YOL100W
Fc epsilon receptor (FCERI) signaling	R-SCE-2454202	Reactome	YLR433C,YML057W,YEL009C,YKL190W,YBL105C,YJL128C,YOL100W,YLR113W,YBR109C,YAR019C
Regulation of PTEN stability and activity	R-SCE-8948751	Reactome	YGR232W,YKR094C,YIL148W,YOR039W,YOR061W,YNL128W,YLL039C,YLR167W,YER125W,YIL035C
PTEN Regulation	R-SCE-6807070	Reactome	YGR232W,YOR124C,YKR094C,YIL148W,YER125W,YOR061W,YMR304W,YNL128W,YLL039C,YLR167W,YOR039W,YIL035C
PIP3 activates AKT signaling	R-SCE-1257604	Reactome	YOR124C,YER125W,YAL016W,YJL005W,YKR094C,YDR208W,YIL035C,YGR232W,YOL100W,YBR028C,YOR061W,YNL128W,YJL058C,YBR270C,YOR039W,YOR014W,YKL126W,YER093C,YNL006W,YIL148W,YHR205W,YKL203C,YMR304W,YJR066W,YDL188C,YDL134C,YOL078W,YLL039C,YLR167W
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	R-SCE-2559584	Reactome	YBR215W,YJL115W,YJR140C,YBL008W
Acetylcholine regulates insulin secretion	R-SCE-399997	Reactome	YHR005C,YPL268W,YER020W,YBL105C
Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	R-SCE-434316	Reactome	YHR005C,YPL268W,YER020W
DAG and IP3 signaling	R-SCE-1489509	Reactome	YGL179C,YBR109C,YBL105C
Intracellular signaling by second messengers	R-SCE-9006925	Reactome	YOR124C,YER125W,YAL016W,YJL005W,YBL105C,YKR094C,YDR208W,YIL035C,YGR232W,YOL100W,YBR028C,YOR061W,YNL128W,YJL058C,YOR039W,YBR109C,YBR270C,YOR014W,YKL126W,YER093C,YNL006W,YIL148W,YHR205W,YKL203C,YMR304W,YJR066W,YDL188C,YGL179C,YDL134C,YOL078W,YLL039C,YLR167W
Mitotic Prometaphase	R-SCE-68877	Reactome	YFL008W,YFR031C,YDR325W,YDL003W,YLR086W,YOR039W,YOR061W,YMR076C,YJL074C,YIL026C,YPR007C,YMR001C,YLR272C,YIL035C,YBL097W
Dectin-1 mediated noncanonical NF-kB signaling	R-SCE-5607761	Reactome	YJL095W
CLEC7A (Dectin-1) signaling	R-SCE-5607764	Reactome	YJL095W,YLR433C,YML057W,YKL190W,YBL105C,YBR109C
C-type lectin receptors (CLRs)	R-SCE-5621481	Reactome	YJL095W,YLR433C,YML057W,YKL190W,YBL105C,YBR109C
Intracellular metabolism of fatty acids regulates insulin secretion	R-SCE-434313	Reactome	YMR246W,YOR317W,YIL009W
Free fatty acids regulate insulin secretion	R-SCE-400451	Reactome	YMR246W,YHR005C,YPL268W,YER020W,YOR317W,YIL009W
Carnitine metabolism	R-SCE-200425	Reactome	YDR477W,YOR100C,YGL115W,YER027C
Separation of Sister Chromatids	R-SCE-2467813	Reactome	YGR098C
Initiation of Nuclear Envelope (NE) Reformation	R-SCE-2995383	Reactome	YLR347C,YNL280C
homofuraneol biosynthesis	PWY-7910	YeastCyc	YNL134C
methionine degradation I (to homocysteine)	METHIONINE-DEG1-PWY	YeastCyc	YER043C,YDR502C,YLR180W
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	R-SCE-381676	Reactome	YGR152C
Regulation of insulin secretion	R-SCE-422356	Reactome	YMR246W,YHR005C,YGR152C,YPL268W,YER020W,YOR317W,YBR241C,YIL009W,YBL105C,YGL104C
Insulin effects increased synthesis of Xylulose-5-Phosphate	R-SCE-163754	Reactome	YLR354C
COPI-mediated anterograde transport	R-SCE-6807878	Reactome	YDR238C,YPL010W,YGL137W,YNL287W,YLR026C,YKL196C,YIL004C,YFL038C,YDL192W,YFR051C,YIL076W,YLR078C,YBR080C,YDL137W,YDL058W,YBL050W,YEL022W,YDL145C,YKL006C-A,YHL031C
ER to Golgi Anterograde Transport	R-SCE-199977	Reactome	YFR040W,YLR268W,YJL098W,YPR181C,YDL192W,YIL076W,YNL287W,YBR080C,YDR189W,YKR028W,YDL145C,YKL006C-A,YOR036W,YPL010W,YHR098C,YDR246W,YKL196C,YOR115C,YNR026C,YIL109C,YGL229C,YDR517W,YLR208W,YPL218W,YDL137W,YGL137W,YIL112W,YDL058W,YOR022C,YIL004C,YFL038C,YFR051C,YFL027C,YLR078C,YHL031C,YDL195W,YEL022W,YBR254C,YDL047W,YDR238C,YMR218C,YDR407C,YPL085W,YLR026C,YPL204W,YDR472W,YNL049C,YKR068C,YML077W,YBL050W,YOR106W
Transport to the Golgi and subsequent modification	R-SCE-948021	Reactome	YFR040W,YLR268W,YJL098W,YPR181C,YDL192W,YIL076W,YNL287W,YBR080C,YDR189W,YKR028W,YDL145C,YKL006C-A,YOR036W,YPL010W,YHR098C,YDR246W,YKL196C,YOR115C,YNR026C,YIL109C,YGL229C,YDR517W,YLR208W,YPL218W,YDL137W,YGL137W,YIL112W,YDL058W,YOR022C,YIL004C,YFL038C,YFR051C,YFL027C,YLR078C,YHL031C,YDL195W,YEL022W,YBR254C,YDL047W,YDR238C,YMR218C,YDR407C,YPL085W,YLR026C,YPL204W,YDR472W,YNL049C,YKR068C,YML077W,YBL050W,YOR106W
Asparagine N-linked glycosylation	R-SCE-446203	Reactome	YFR040W,YLR268W,YJL098W,YIL076W,YKL006C-A,YPL204W,YNR026C,YEL058W,YMR013C,YDL137W,YFL045C,YOR067C,YBL082C,YLR078C,YBR254C,YDL047W,YIL148W,YDL126C,YBL050W,YOR106W,YPR181C,YKL104C,YKR028W,YDL145C,YBR243C,YPL010W,YDR407C,YKL196C,YGR036C,YMR085W,YGL065C,YDL058W,YOR022C,YIL004C,YDL007W,YER003C,YHR115C,YOR002W,YEL022W,YDR238C,YMR218C,YPL227C,YPL085W,YMR084W,YFL017C,YKR068C,YML077W,YHL031C,YNR043W,YOR115C,YDL192W,YNL287W,YDR189W,YKR094C,YBR002C,YBR110W,YGL229C,YDR517W,YLR208W,YNR030W,YGL137W,YIL112W,YDL193W,YFL038C,YFR051C,YDL103C,YDR411C,YBR080C,YOR036W,YPL096W,YLR026C,YNL049C,YIL109C,YNL219C,YPL218W,YCL043C,YFL027C,YLL039C,YDL195W,YIL049W,YHR098C,YNL116W,YDR246W,YDR472W,YAL058W,YLR167W,YEL037C
heme <i>a</i> biosynthesis	PWY-7856	YeastCyc	YPL172C
AMPK inhibits chREBP transcriptional activation activity	R-SCE-163680	Reactome	YDR477W,YGL115W,YER027C
SUMO is proteolytically processed	R-SCE-3065679	Reactome	YDR510W,YPL020C,YIL031W
Integration of energy metabolism	R-SCE-163685	Reactome	YMR246W,YHR005C,YGR152C,YLR354C,YPL268W,YER020W,YOR317W,YER027C,YBR241C,YGL115W,YIL009W,YDR477W,YGL104C,YBL105C
ABC transporters in lipid homeostasis	R-SCE-1369062	Reactome	YOL075C,YKL188C,YDL065C,YDR329C,YPL147W
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	R-SCE-77346	Reactome	YBR026C
mitochondrial fatty acid beta-oxidation of saturated fatty acids	R-SCE-77286	Reactome	YBR026C
Mitochondrial Fatty Acid Beta-Oxidation	R-SCE-77289	Reactome	YOR221C,YKL192C,YGR037C,YBR026C
Neuronal System	R-SCE-112316	Reactome	YLR248W,YPR035W,YJL093C,YGL179C,YML042W,YGR019W,YER073W,YBR109C,YJR001W,YBR006W
stearate biosynthesis	PWY3O-355	YeastCyc	YKL182W
RNA Polymerase II Pre-transcription Events	R-SCE-674695	Reactome	YPR187W,YBR279W,YKR062W,YML015C,YGL244W,YOR210W,YMR125W,YBR198C,YDL108W,YML098W,YIL021W,YCR042C,YGR116W,YER148W,YJL140W,YPR133C,YMR236W,YKL028W,YDR079C-A,YMR277W,YNL107W,YLR418C,YMR005W,YGR005C,YML069W,YGL043W,YGL213C,YOR123C,YOL005C,YOR213C,YPR086W,YPR025C,YDR460W,YHR143W-A,YOR151C,YOL145C,YPR161C,YML010W,YIL143C,YJL006C,YGR186W,YOR194C,YPL122C,YDR167W,YPL046C,YMR227C,YKL058W,YER171W,YDR404C,YGR063C,YDR145W,YGL112C,YPL129W,YNL230C,YDL140C,YGR274C,YLR005W,YGL207W,YDR311W,YGL070C,YPL178W,YKL005C,YPR056W,YOR224C,YBR154C
GDP-mannose biosynthesis	PWY-5659	YeastCyc	YBR196C,YFL045C,YER003C,YDL055C
Postmitotic nuclear pore complex (NPC) reformation	R-SCE-9615933	Reactome	YLR293C,YMR235C,YDL064W,YGL097W,YDR510W
RHOA GTPase cycle	R-SCE-8980692	Reactome	YBL105C,YFL039C,YIL070C,YDR189W,YDR379W,YDL135C,YMR017W,YPL242C,YPL115C,YKR031C,YOR256C,YBR260C,YGR009C,YDL091C,YOR127W,YPR165W,YER155C,YPL176C,YJL201W,YOR134W,YJR126C,YDR389W
mRNA Capping	R-SCE-72086	Reactome	YPR187W,YBR236C,YOR210W,YMR125W,YIL021W,YJL140W,YDR079C-A,YDL108W,YGR005C,YOL005C,YPR025C,YDR460W,YHR143W-A,YOR151C,YML010W,YGL130W,YIL143C,YGR186W,YPL122C,YPR056W,YDR404C,YER171W,YDL140C,YLR005W,YDR311W,YGL070C,YPL178W,YOR224C,YBR154C
Formation of a pool of free 40S subunits	R-SCE-72689	Reactome	YGL123W,YDR025W,YLR333C,YKR057W,YER131W,YPL249C-A,YLR388W,YHL015W,YPL220W,YPR102C,YJL191W,YLR340W,YFL034C-A,YNL302C,YBL027W,YHL033C,YDL081C,YIL148W,YBR084C-A,YMR260C,YOR096W,YKL180W,YDR450W,YOR312C,YBL087C,YOL127W,YIL018W,YDL075W,YDL061C,YMR142C,YGL031C,YER102W,YLR325C,YDR382W,YKL156W,YDR447C,YGR118W,YGR214W,YGL135W,YOL120C,YOR293W,YMR143W,YDL191W,YDR064W,YGR034W,YHL001W,YJR123W,YJL190C,YHR141C,YFR031C-A,YLR075W,YOL121C,YGL076C,YMR242C,YLL039C,YDL136W,YBR191W,YNL301C,YCR031C,YDR418W,YLR029C,YDR471W,YOL040C,YKR094C,YIL133C,YLR367W,YLR344W,YJL189W,YNL067W,YML073C,YLR061W,YGL030W,YER074W,YJL136C,YPL090C,YIL069C,YOR369C,YHR203C,YLR264W,YMR121C,YPL143W,YDR012W,YHR021C,YPL131W,YLR185W,YMR230W,YBR189W,YGR085C,YER117W,YOR063W,YBR048W,YNL162W,YLR406C,YJR145C,YML026C,YGR027C,YGL189C,YFR032C-A,YNL178W,YHR010W,YEL054C,YGL103W,YBL092W,YML063W,YDL083C,YPR132W,YBL072C,YDR500C,YBR031W,YLR448W,YLL045C,YBR181C,YOR167C,YLR167W
Regulation of Glucokinase by Glucokinase Regulatory Protein	R-SCE-170822	Reactome	YCL040W,YLR446W,YDR516C,YFR053C,YGL253W
glycine biosynthesis from serine	GLYSYN-PWY	YeastCyc	YBR263W,YLR058C
serine biosynthesis from glyoxylate	PWY3O-230	YeastCyc	YBR263W,YLR058C
allantoin degradation to ureidoglycolate I (urea producing)	PWY-5697	YeastCyc	YIR029W,YIR027C
NCAM signaling for neurite out-growth	R-SCE-375165	Reactome	YGR040W,YBL016W,YBR028C
Glutamate and glutamine metabolism	R-SCE-8964539	Reactome	YKL106W,YER023W,YLR438W,YJL060W,YPR035W,YOR323C
SUMO is transferred from E1 to E2 (UBE2I, UBC9)	R-SCE-3065678	Reactome	YPR180W,YDR510W,YDL064W,YDR390C
Processing and activation of SUMO	R-SCE-3215018	Reactome	YPL020C,YPR180W,YDR510W,YDL064W,YIL031W,YDR390C
Sensing of DNA Double Strand Breaks	R-SCE-5693548	Reactome	YNL250W,YMR224C
oxalate degradation VI	PWY-7985	YeastCyc	YEL020C,YOR388C,YBR222C
RHOB GTPase cycle	R-SCE-9013026	Reactome	YNL090W,YGR009C,YDL135C,YBL105C,YMR017W,YPL242C,YPL176C,YKR055W,YJL201W,YIL118W,YOR256C,YJR126C,YFL039C,YPR165W
Processing of Intronless Pre-mRNAs	R-SCE-77595	Reactome	YAL043C,YJR093C,YNL317W,YDR301W,YMR125W,YPL178W,YLR115W,YLR277C,YPR107C
Processing of Capped Intronless Pre-mRNA	R-SCE-75067	Reactome	YAL043C,YJR093C,YNL317W,YDR301W,YMR125W,YPL178W,YLR115W,YLR277C,YPR107C
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis	PWY0-166	YeastCyc	YLR043C,YOR074C,YKL067W,YGR209C,YER070W,YBR252W,YJR057W,YJL026W,YGR180C,YCR083W
Regulation of mRNA stability by proteins that bind AU-rich elements	R-SCE-450531	Reactome	YOL021C,YDR151C,YKL126W,YOL142W,YGL173C,YDL111C,YNL232W,YHR205W,YGR095C,YGR195W,YGR158C,YBR017C,YOL149W,YHR069C,YDR280W,YNL118C,YCR035C,YLR136C
phospholipid remodeling (phosphatidate)	PWY-7417	YeastCyc	YKR089C,YPR139C,YOR081C,YDL052C,YOR175C
asparagine degradation	ASPARAGINE-DEG1-PWY	YeastCyc	YLR157C,YDR321W,YLR160C,YLR155C,YLR158C
Neutrophil degranulation	R-SCE-6798695	Reactome	YDL230W,YMR054W,YDL147W,YFL005W,YHR027C,YJL078C,YBR241C,YMR205C,YBR086C,YLR432W,YPR079W,YJR032W,YGL104C,YNL304W,YPL259C,YIL137C,YOR085W,YDR424C,YKL145W,YKR031C,YGR240C,YGR038W,YJL178C,YAL038W,YDR238C,YLR113W,YBR264C,YOR157C,YKR054C,YBL037W,YOR270C,YIL017C,YKL032C,YOR127W,YPR165W,YNR048W,YGR152C,YDR101C,YLR245C,YEL051W,YER155C,YDL126C,YEL029C,YKR014C,YEL002C,YIL005W,YKL157W,YAL026C,YBR260C,YNL090W,YDR063W,YLR422W,YOR204W,YOR261C,YIL062C,YDL029W,YDR379W,YKL127W,YDL052C,YDR457W,YNL045W,YJL073W,YKL067W,YLL024C,YLR262C,YPL111W,YJL070C,YIR010W,YOR133W,YBL041W,YML056C,YIL075C,YML028W,YMR072W,YKR093W,YER132C,YJL079C,YOL110W,YML077W,YOR373W,YGL040C,YDR385W,YFR018C,YDL097C,YDR371W,YJL008C,YNL265C,YNL323W,YML019W,YPR160W,YBR118W,YML035C,YIL118W,YMR284W,YGR284C,YDL092W,YMR278W,YOR039W,YPR080W,YDR106W,YBR196C,YBL105C,YCR088W,YPL123C,YGL197W,YGR088W,YPL240C,YLR216C,YMR017W,YCR026C,YDR174W,YBR109C,YMR110C,YIL160C,YLR446W,YER021W,YML022W,YMR162C,YDL091C,YFR004W,YCL040W,YLR209C,YPR052C,YLR347C,YGR253C,YMR186W,YHR129C,YOR042W,YLR174W,YPR108W,YML001W,YGL253W,YHR171W,YKR055W,YEL027W,YKL189W,YCR094W,YBR041W,YIL142W,YGR009C,YBL016W,YOR117W,YMR106C,YPL154C,YHR216W,YNL138W,YPL242C,YPL115C,YGR040W,YPR139C,YLR350W,YER120W,YJL137C,YER136W,YHR047C,YFR053C,YPR184W,YKR013W,YDR516C,YLR351C,YBL064C,YBR284W,YDR389W,YOR347C,YML092C,YDR427W,YEL016C,YDL002C
Nuclear Envelope (NE) Reassembly	R-SCE-2995410	Reactome	YLR293C,YMR077C,YKL041W,YNL265C,YNL280C,YMR235C,YLR347C,YGL097W,YER047C,YPR173C,YDR510W,YKL002W,YLR025W,YDR486C,YDL064W
Mitotic Anaphase	R-SCE-68882	Reactome	YLR293C,YMR077C,YKL041W,YNL265C,YGR098C,YMR235C,YLR347C,YGL097W,YER047C,YPR173C,YDR510W,YKL002W,YLR025W,YDR486C,YDL064W,YNL280C
Mitotic Metaphase and Anaphase	R-SCE-2555396	Reactome	YLR293C,YMR077C,YKL041W,YNL265C,YGR098C,YMR235C,YLR347C,YGL097W,YER047C,YPR173C,YDR510W,YKL002W,YLR025W,YDR486C,YDL064W,YNL280C
M Phase	R-SCE-68886	Reactome	YLR293C,YER051W,YKL041W,YMR165C,YMR077C,YBL105C,YLR272C,YIL035C,YBL097W,YFL008W,YFR031C,YKL049C,YDL003W,YPR007C,YOR061W,YBL002W,YDR517W,YMR001C,YNL030W,YGR098C,YOR039W,YNL280C,YLR086W,YMR235C,YFL038C,YMR076C,YPR173C,YER047C,YKL002W,YDR486C,YDL064W,YIL026C,YNL265C,YDR325W,YLR347C,YGL097W,YDR510W,YLR025W,YOL012C,YJL074C,YBR009C,YDR224C
biotin-carboxyl carrier protein assembly	PWY0-1264	YeastCyc	YNR016C,YMR207C,YDL141W
acyl carrier protein activation	PWY-6012-1	YeastCyc	YPL148C
Alanine metabolism	R-SCE-8964540	Reactome	YLR089C,YDR111C
phosphatidylethanolamine biosynthesis II	PWY4FS-6	YeastCyc	YDR147W,YGR007W
3-phosphoinositide biosynthesis	PWY-6352	YeastCyc	YJR066W,YJL100W,YNL325C,YLR240W,YOR109W,YDR208W,YKL212W,YNL267W,YFR019W,YPR113W,YLR305C,YNL106C
histidine biosynthesis	HISTSYN-PWY	YeastCyc	YER055C,YCL030C,YIL020C,YOR202W,YIL116W,YBR248C,YFR025C
The retinoid cycle in cones (daylight vision)	R-SCE-2187335	Reactome	YDL114W,YLR426W,YPL033C
xanthine and xanthosine salvage	SALVPURINE2-PWY	YeastCyc	YJR133W,YLR209C
RAC3 GTPase cycle	R-SCE-9013423	Reactome	YBR260C,YNL180C,YER155C,YDL135C,YPL115C,YJL201W,YDR379W,YOR127W
Alpha-oxidation of phytanate	R-SCE-389599	Reactome	YEL020C,YBR041W,YMR110C,YJR154W
Inactivation, recovery and regulation of the phototransduction cascade	R-SCE-2514859	Reactome	YDR373W
The phototransduction cascade	R-SCE-2514856	Reactome	YDR373W
ROS and RNS production in phagocytes	R-SCE-1222556	Reactome	YMR054W,YKL080W,YHR039C-A,YEL051W,YPR036W,YLR447C,YOR332W,YDL185W,YGR020C,YEL027W,YOR270C,YCL005W-A,YHR042W,YBR127C,YHR026W
Innate Immune System	R-SCE-168249	Reactome	YDL230W,YMR054W,YDL147W,YFL005W,YKL032C,YHR027C,YJL078C,YBR241C,YMR205C,YML057W,YBR086C,YLR432W,YPR079W,YJR032W,YDR371W,YDR503C,YPL259C,YIL137C,YOR085W,YDL134C,YDR424C,YKL145W,YKR031C,YOR332W,YGR240C,YGR038W,YKL190W,YJL178C,YAL038W,YLR113W,YBR264C,YLR262C,YLR229C,YLR433C,YOR157C,YKR054C,YBL037W,YOR270C,YIL017C,YMR106C,YOR127W,YOL100W,YPR165W,YNR048W,YGR152C,YDR101C,YLR245C,YEL051W,YER155C,YDL126C,YEL029C,YOL113W,YKR014C,YEL002C,YIL005W,YKL157W,YAL026C,YER045C,YNL090W,YDR063W,YLR447C,YLR422W,YOR204W,YOR261C,YIL062C,YDL029W,YML028W,YDR379W,YAR019C,YKL127W,YGL104C,YDL052C,YDR457W,YNL045W,YJL073W,YKL067W,YGR020C,YLL024C,YHL007C,YHR042W,YPL111W,YJL070C,YIR010W,YOR133W,YBL041W,YML056C,YIL075C,YHR030C,YMR072W,YKR093W,YIL036W,YER132C,YDL185W,YJL079C,YOL110W,YML077W,YOR373W,YGL040C,YDR385W,YHR026W,YFR018C,YDL097C,YDR238C,YJL008C,YNL265C,YNL323W,YML019W,YPR160W,YBR118W,YML035C,YIL118W,YMR284W,YGR284C,YNL167C,YDL092W,YML001W,YOR039W,YPR080W,YMR224C,YAL016W,YDR106W,YBR196C,YBL105C,YCR088W,YPL123C,YGL197W,YKL080W,YGR088W,YPL240C,YLR216C,YMR017W,YNL298W,YNL304W,YCR026C,YDR174W,YBR109C,YMR110C,YIL160C,YLR446W,YER021W,YML022W,YMR162C,YEL009C,YDL091C,YFR004W,YCL040W,YBR260C,YDR284C,YLR209C,YPR052C,YLR347C,YBR028C,YGR253C,YDL188C,YMR186W,YHR129C,YOR042W,YLR174W,YPR108W,YMR278W,YGL253W,YHR171W,YKR055W,YEL027W,YOR057W,YKL189W,YCR094W,YBR041W,YIL142W,YJL128C,YGR009C,YBL016W,YOR117W,YPL154C,YHR216W,YNL138W,YPL242C,YPL115C,YGR040W,YPR139C,YBR127C,YLR350W,YER120W,YJL137C,YER136W,YHR047C,YCL005W-A,YFR053C,YOR014W,YPR184W,YKR013W,YDR516C,YBR284W,YLR351C,YBL064C,YPR036W,YHR039C-A,YJL095W,YDR389W,YOR347C,YML092C,YDR427W,YEL016C,YDL002C
Sealing of the nuclear envelope (NE) by ESCRT-III	R-SCE-9668328	Reactome	YMR077C,YNL265C,YKL041W,YER047C,YPR173C,YKL002W,YLR025W,YDR486C
NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	PWY-7269	YeastCyc	YOR374W,YPL188W,YEL041W,YMR110C,YJR049C,YMR170C,YMR169C,YPL061W,YER073W
SUMOylation of transcription factors	R-SCE-3232118	Reactome	YBL103C,YIL131C,YDR217C,YDR510W,YCR065W,YDR409W,YOR156C,YDL064W
Downstream TCR signaling	R-SCE-202424	Reactome	YNL128W,YOL100W,YBL105C
TCR signaling	R-SCE-202403	Reactome	YNL128W,YOL100W,YBL105C
formate assimilation into 5,10-methylenetetrahydrofolate	PWY-1722	YeastCyc	YGR204W,YBR084W
superpathway of ergosterol biosynthesis	ERGOSTEROL-SYN-PWY	YeastCyc	YNR043W,YGR060W,YMR220W,YML126C,YGL012W,YPL028W,YMR015C,YHR007C,YML008C,YPL117C,YNL280C,YLR450W,YMR208W,YMR202W,YML075C,YGR175C,YGL001C,YHR190W,YJL167W,YLR056W,YHR072W,YLR100W
7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	PWY-7286	YeastCyc	YHR070W,YML005W,YPL207W,YGL050W
thiamin diphosphate biosynthesis IV (eukaryotes)	PWY-6908	YeastCyc	YAR071W,YOR143C,YHR215W,YBR092C,YPL214C,YBR093C,YDL024C
glucose-6-phosphate biosynthesis	PWY3O-3827	YeastCyc	YCL040W,YLR446W,YDR516C,YFR053C,YGL253W
mevalonate pathway	PWY-922	YeastCyc	YNR043W,YMR220W,YLR450W,YML126C,YMR208W,YML075C,YPL028W,YPL117C
CD28 dependent PI3K/Akt signaling	R-SCE-389357	Reactome	YKL126W,YER093C,YNL006W,YHR205W,YKL203C,YJL095W,YNR031C,YJR066W,YOL078W,YBR270C,YOL100W,YJL058C
CD28 dependent Vav1 pathway	R-SCE-389359	Reactome	YNL298W,YLR229C,YHL007C,YOL113W
CD28 co-stimulation	R-SCE-389356	Reactome	YLR229C,YKL126W,YER093C,YNL006W,YHR205W,YKL203C,YNR031C,YOL113W,YNL298W,YJR066W,YOL100W,YHL007C,YOL078W,YBR270C,YJL095W,YJL058C
CDC42 GTPase cycle	R-SCE-9013148	Reactome	YLR229C,YBR260C,YNL084C,YDL135C,YER155C,YER020W,YMR232W,YDR389W,YPL115C,YJL201W,YOR127W,YOR134W,YIR006C,YDR379W,YHR005C
homocysteine and cysteine interconversion	PWY-801	YeastCyc	YML082W,YJR130C,YGL184C,YGR155W
Orc1 removal from chromatin	R-SCE-68949	Reactome	YLR274W,YEL032W,YPR019W,YKR094C,YLR210W,YBR160W,YBR202W,YPR162C,YGL201C,YGR108W,YPR120C,YLL004W,YMR199W,YPR119W,YJL194W,YDR328C,YML065W,YBL023C,YDL155W,YGR109C,YLR167W,YDL132W,YIL148W,YPL256C,YOL133W,YLL039C,YKL161C,YBR060C,YNL261W
